region,local_authority,road_name,road_classification,managed_by,road_type,start_junction,end_junction,link_km,link_miles,easting,northing,latitude,longitude,count_point_id
Scotland,Glasgow City,A89,'A' road,Local authority,Major,A8,B763 Millerston Street,1.80,1.12,260500,664770,55.85587427,-4.23014507,1038
Scotland,Fife,A90,'A' road,Local authority,Major,B981,LA boundary,4.10,2.55,312600,680900,56.01302294,-3.40342388,1039
Scotland,Clackmannanshire,A91,'A' road,Local authority,Major,B913,A823,6.40,3.98,298900,699700,56.17916652,-3.63018878,1040
Scotland,Aberdeen City,A956,'A' road,Local authority,Major,A978,B997 Balgownie Road,1.30,0.81,394400,809000,57.17178931,-2.09425219,1041
Scotland,Aberdeen City,A9013,'A' road,Local authority,Major,A93,A978,0.30,0.19,393250,805600,57.14123145,-2.11317714,1042
Scotland,Aberdeenshire,A92,'A' road,Local authority,Major,B967,A957,13.20,8.20,386154,779313,56.90493335,-2.22897152,1043
Scotland,Angus,A92,'A' road,Local authority,Major,B965,A934,8.40,5.22,368700,753100,56.66860643,-2.51231858,1044
Scotland,Dundee City,A92,'A' road,Local authority,Major,A972,B978,2.30,1.43,345000,731940,56.47634153,-2.89447178,1045
Scotland,Fife,A92,'A' road,Transport Scotland,Major,A914,B946,2.30,1.43,342640,728616,56.44620104,-2.93204611,1046
Scotland,Fife,A921,'A' road,Local authority,Major,B925 Millie Street,B981 Dunnikier Way,1.70,1.06,329740,694100,56.13441644,-3.13205132,1047
Scotland,Fife,A921,'A' road,Local authority,Major,Minor Road,A909,7.50,4.66,321100,686000,56.06030823,-3.26863306,1048
Scotland,Aberdeenshire,A93,'A' road,Local authority,Major,B993,A980,10.60,6.59,364800,797170,57.06420451,-2.58206761,1049
Scotland,Aberdeenshire,A93,'A' road,Local authority,Major,B976,A939,10.20,6.34,332200,796930,57.05839898,-3.11946845,1050
Scotland,Perth & Kinross,A93,'A' road,Local authority,Major,A923,A923,0.40,0.25,317670,745020,56.58982898,-3.34217657,1051
Scotland,Angus,A94,'A' road,Local authority,Major,LA boundary,A928,6.70,4.16,335200,747200,56.61216347,-3.05735055,1053
Scotland,Perth & Kinross,A93,'A' road,Local authority,Major,A989,A85,0.20,0.12,312300,723400,56.39468356,-3.42229757,1054
Scotland,Moray,A95,'A' road,Transport Scotland,Major,B9008,A941,15.10,9.38,324000,840300,57.44660844,-3.26793692,1055
Scotland,Highland,A95,'A' road,Transport Scotland,Major,B9152,B9153,4.30,2.67,291231,818567,57.24481166,-3.80406078,1056
Scotland,Aberdeenshire,A97,'A' road,Local authority,Major,A944,A941,9.00,5.59,347570,823300,57.29725941,-2.87165752,1058
Scotland,East Lothian,A198,'A' road,Local authority,Major,B1346 Law Road,A1,13.20,8.20,359760,683900,56.04626314,-2.64754882,1059
Scotland,Scottish Borders,A698,'A' road,Local authority,Major,B6405,A68,9.40,5.84,360800,621600,55.48662201,-2.62187748,1062
Scotland,Midlothian,A701,'A' road,Local authority,Major,A768,A720,1.90,1.18,327000,666040,55.88194999,-3.16849043,1063
Scotland,Scottish Borders,A701,'A' road,Local authority,Major,LA Boundary,B712,23.10,14.35,309500,624360,55.50460152,-3.43435823,1064
Scotland,South Lanarkshire,A702,'A' road,Local authority,Major,LA Boundary,A74(M),12.30,7.64,293218,610051,55.37279479,-3.68652683,1065
Scotland,Scottish Borders,A703,'A' road,Local authority,Major,A72,LA boundary,17.10,10.63,324300,647300,55.71319372,-3.20642109,1066
Scotland,West Lothian,A706,'A' road,Local authority,Major,A803,LA Boundary,1.90,1.18,299390,677998,55.98436780,-3.61412620,1067
Scotland,West Lothian,A706,'A' road,Local authority,Major,A704,A71,2.30,1.43,295600,660400,55.82551128,-3.66804181,1068
Scotland,Scottish Borders,A707,'A' road,Local authority,Major,A708,A72,10.30,6.40,345400,633400,55.59115565,-2.86787743,1069
Scotland,Dumfries & Galloway,A710,'A' road,Local authority,Major,A711,"C-road, Sandyhills",11.00,6.84,284200,556500,54.88978972,-3.80689265,1071
Scotland,Dumfries & Galloway,A711,'A' road,Local authority,Major,A762,A75,6.20,3.85,269922,554263,54.86618788,-4.02833436,1072
Scotland,Dumfries & Galloway,A713,'A' road,Local authority,Major,B729,LA Boundary,10.20,6.34,255614,594506,55.22360169,-4.27145219,1074
Scotland,Dumfries & Galloway,A714,'A' road,Local authority,Major,B7005,B7005,4.40,2.73,243100,554900,54.86421341,-4.44621222,1075
Scotland,South Ayrshire,A714,'A' road,Local authority,Major,B734,A77,10.90,6.77,220260,592100,55.19040421,-4.82503854,1076
Scotland,Dumfries & Galloway,A716,'A' road,Local authority,Major,B7084,B7077,5.60,3.48,208250,553700,54.84130446,-4.98766434,1077
Scotland,Dumfries & Galloway,A718,'A' road,Local authority,Major,B798,B738 Main Street,5.60,3.48,203160,568200,54.96943959,-5.07671984,1078
Scotland,South Ayrshire,A719,'A' road,Local authority,Major,A77,B7023,9.70,6.03,224000,609480,55.34773774,-4.77723430,1079
Scotland,South Lanarkshire,A721,'A' road,Local authority,Major,B7056 Boghall Rd,A706,11.50,7.15,288100,648900,55.72055428,-3.78297096,1082
Scotland,South Lanarkshire,A723,'A' road,Local authority,Major,A724,A72,0.40,0.25,272500,655230,55.77353725,-4.03410967,1084
Scotland,South Lanarkshire,A724,'A' road,Local authority,Major,Leechlee Rd,A723,0.10,0.06,272300,655300,55.77411301,-4.03732836,1085
Scotland,North Lanarkshire,A725,'A' road,Local authority,Major,A8,A89,2.20,1.37,273391,663021,55.84372877,-4.02354227,1086
Scotland,South Lanarkshire,A726,'A' road,Local authority,Major,A723,"High Common Road slip roads, East Kilbride",11.10,6.90,269300,646600,55.69519377,-4.08095276,1088
Scotland,Renfrewshire,A726,'A' road,Local authority,Major,A726 Old Sneddon St,McFarlane St,1.20,0.75,248000,664370,55.84850427,-4.42942028,1089
Scotland,Glasgow City,A730,'A' road,Local authority,Major,A728,A8,0.80,0.50,259000,664200,55.85032041,-4.25379102,1090
Scotland,Glasgow City,A736,'A' road,Local authority,Major,A726,B762 Barrhead Road,0.60,0.37,251900,661200,55.82126009,-4.36545812,1091
Scotland,Renfrewshire,A761,'A' road,Local authority,Major,LA Boundary,A726,3.10,1.93,251700,663900,55.84543696,-4.37012204,1092
Scotland,North Ayrshire,A737,'A' road,Local authority,Major,A736,B779 Sandy Road,1.10,0.68,231800,640000,55.62440291,-4.67287012,1093
Scotland,Glasgow City,A739,'A' road,Local authority,Major,A814,A82,2.30,1.43,254600,668000,55.88312724,-4.32604779,1094
Scotland,Inverclyde,A78,'A' road,Local authority,Major,B7054 Dunlop Street,A8/A770,2.40,1.49,226700,676000,55.94569087,-4.77666656,1095
Scotland,Glasgow City,A749,'A' road,Local authority,Major,LA Boundary,A74,1.70,1.06,261220,663320,55.84306403,-4.21791062,1097
Scotland,North Lanarkshire,A752,'A' road,Local authority,Major,LA Boundary,A80,5.80,3.60,269800,668900,55.89555917,-4.08367552,1098
Scotland,South Ayrshire,A759,'A' road,Local authority,Major,B749 Ayr Street,B746 Main Street,2.70,1.68,233600,631120,55.54531934,-4.63896045,1099
Scotland,Inverclyde,A761,'A' road,Local authority,Major,B788,"Arran Ave, Port Glasgow",5.80,3.60,234745,670819,55.90202492,-4.64482826,1100
Scotland,Midlothian,A766,'A' road,Local authority,Major,A702,"Rullion Rd, Penicuik",5.00,3.11,321000,659680,55.82387290,-3.26252058,1101
Scotland,Falkirk,A801,'A' road,Local authority,Major,B805/B825,LA Boundary,2.30,1.43,294600,675100,55.95731262,-3.68972484,1102
Scotland,Falkirk,A803,'A' road,Local authority,Major,Eastcroft Drive,M9 jn4,1.10,0.68,294700,678600,55.98876756,-3.68949454,1103
Scotland,Falkirk,A803,'A' road,Local authority,Major,road to Elizabeth Crescent,A9,1.00,0.62,286000,680760,56.00617413,-3.82979228,1104
Scotland,Glasgow City,A804,'A' road,Local authority,Major,A814,A82,1.30,0.81,258040,666270,55.86862248,-4.27019579,1106
Scotland,East Dunbartonshire,A810,'A' road,Local authority,Major,A809,LA boundary,2.70,1.68,251500,673150,55.92841320,-4.37838896,1108
Scotland,Stirling,A811,'A' road,Local authority,Major,A875,B822,13.10,8.14,262500,695400,56.13144373,-4.21389392,1109
Scotland,West Dunbartonshire,A813,'A' road,Local authority,Major,A811,A82,5.90,3.67,240000,678100,55.96915279,-4.56518902,1110
Scotland,West Dunbartonshire,A814,'A' road,Local authority,Major,LA Boundary,A814 Station Rd,4.40,2.73,247300,671950,55.91632490,-4.44486568,1111
Scotland,Glasgow City,A814,'A' road,Local authority,Major,M8/A804,A814 Bromielaw,0.70,0.43,258400,665100,55.85822449,-4.26383647,1112
Scotland,Argyll & Bute,A815,'A' road,Local authority,Major,A886,A83,15.00,9.32,212200,707550,56.22330916,-5.03067474,1113
Scotland,Argyll & Bute,A819,'A' road,Local authority,Major,B840,A85,8.00,4.97,213500,727200,56.40011333,-5.02364840,1114
Scotland,Stirling,A821,'A' road,Local authority,Major,A821 spur to ferry,A84,12.30,7.64,257700,706100,56.22609085,-4.29678701,1115
Scotland,Perth & Kinross,A822,'A' road,Local authority,Major,A826,A9/A923,12.20,7.58,296700,739700,56.53790404,-3.68135409,1116
Scotland,Perth & Kinross,A823,'A' road,Local authority,Major,LA Boundary,A977,0.80,0.50,301825,699382,56.17692283,-3.58297389,1117
Scotland,Perth & Kinross,A826,'A' road,Local authority,Major,A822,A827,15.30,9.51,290600,742600,56.56256302,-3.78171575,1118
Scotland,Highland,A831,'A' road,Local authority,Major,C-road Cannich,A862,26.10,16.22,236490,834000,57.36699629,-4.72042297,1119
Scotland,Highland,A832,'A' road,Local authority,Major,B8021,B8056,4.60,2.86,181070,875000,57.71126260,-5.67693333,1120
Scotland,Highland,A832,'A' road,Local authority,Major,A9,B9160,17.70,11.00,261700,852900,57.54498702,-4.31235578,1121
Scotland,Highland,A836,'A' road,Local authority,Major,B873,A838,25.00,15.53,261700,947900,58.39754961,-4.36796023,1122
Scotland,Highland,A836,'A' road,Local authority,Major,B876,A99,22.50,13.98,335700,973300,58.64277332,-3.10945798,1124
Scotland,Highland,A838,'A' road,Local authority,Major,C-road to Balnakiel,A836,48.60,30.20,247900,960380,58.50493968,-4.61210099,1125
Scotland,Argyll & Bute,A844,'A' road,Local authority,Major,B878,B875,5.90,3.67,204200,665000,55.83836683,-5.12843214,1128
Scotland,Argyll & Bute,A847,'A' road,Local authority,Major,B8017,A846,4.10,2.55,130000,662930,55.78403587,-6.30806769,1129
Scotland,Argyll & Bute,A849,'A' road,Local authority,Major,B8035,"Ferry, Craignure",27.00,16.78,173057,733693,56.44063515,-5.68322734,1130
Scotland,Highland,A87,'A' road,Transport Scotland,Major,B883,A855,3.00,1.86,147772,842409,57.40186595,-6.20048751,1131
Scotland,Highland,A851,'A' road,Local authority,Major,C-road to Isleornay pier,A87,12.00,7.46,170200,813400,57.15374650,-5.80118563,1132
Scotland,Highland,A87,'A' road,Transport Scotland,Major,ferry,A855,1.40,0.87,138860,864000,57.59021773,-6.37146222,1133
Scotland,Comhairle nan Eilean Siar,A858,'A' road,Local authority,Major,A859,A857,1.30,0.81,142000,934100,58.21982998,-6.39524196,1134
Scotland,Comhairle nan Eilean Siar,A859,'A' road,Local authority,Major,B8060,B897,18.80,11.68,134470,922400,58.11060317,-6.50971319,1135
Scotland,Highland,A861,'A' road,Local authority,Major,A830,Corran ferry,33.30,20.69,208700,774000,56.81800773,-5.13594075,1136
Scotland,Highland,A862,'A' road,Local authority,Major,"Station Rd, Dingwall",A834,0.70,0.43,255000,858580,57.59386185,-4.42757904,1138
Scotland,Highland,A863,'A' road,Local authority,Major,B885,B8009,11.50,7.15,140000,833000,57.31321354,-6.31952017,1139
Scotland,Comhairle nan Eilean Siar,A865,'A' road,Local authority,Major,A867,B893,33.40,20.75,74900,868400,57.58809635,-7.44266613,1140
Scotland,Comhairle nan Eilean Siar,A867,'A' road,Local authority,Major,B894,A865,11.40,7.08,81910,864600,57.55910033,-7.32095171,1141
Scotland,Stirling,A872,'A' road,Local authority,Major,LA Boundary,A91,3.20,1.99,280560,686300,56.05459571,-3.91944688,1142
Scotland,Glasgow City,A879,'A' road,Local authority,Major,M8,B808 Hayston Street,2.20,1.37,259100,667800,55.88266981,-4.25406731,1143
Scotland,Highland,A884,'A' road,Local authority,Major,B8043,A861,11.70,7.27,179700,760200,56.68144998,-5.59822206,1144
Scotland,Argyll & Bute,A886,'A' road,Local authority,Major,B836,A8003,2.10,1.30,201577,681919,55.98907298,-5.18267185,1145
Scotland,Highland,A890,'A' road,Local authority,Major,A87,A896,23.00,14.29,190000,836960,57.37447542,-5.49450521,1146
Scotland,Highland,A894,'A' road,Local authority,Major,B869,C-road Kylestrome,5.00,3.11,223000,933150,58.25131704,-5.01785241,1147
Scotland,Highland,A896,'A' road,Local authority,Major,"Church St, Lochcarron",A890,5.50,3.42,190000,839700,57.39904195,-5.49684704,1148
Scotland,West Lothian,A899,'A' road,Local authority,Major,M8,A89,0.60,0.37,304700,670600,55.91900708,-3.52643777,1149
Scotland,City of Edinburgh,A901,'A' road,Local authority,Major,A199,A902,0.30,0.19,326485,676600,55.97672925,-3.17960096,1150
Scotland,City of Edinburgh,A902,'A' road,Local authority,Major,A8,A90,2.60,1.62,318270,674200,55.95384138,-3.31047144,1151
Scotland,Falkirk,A904,'A' road,Local authority,Major,A993,A706,1.60,0.99,299000,681300,56.01394123,-3.62161528,1152
Scotland,Falkirk,A905,'A' road,Local authority,Major,M9,M9 slip,1.10,0.68,292310,680000,56.00080968,-3.72834662,1153
Scotland,Stirling,A907,'A' road,Local authority,Major,A91,LA Boundary,1.40,0.87,282614,695142,56.13450152,-3.89037352,1154
Scotland,Fife,A909,'A' road,Local authority,Major,B925,B9157,2.20,1.37,319500,688200,56.07980241,-3.29498200,1157
Scotland,Fife,A911,'A' road,Local authority,Major,LA Boundary,"road to Lomond View, Glenrothes",2.30,1.43,322700,701460,56.19943561,-3.24743393,1159
Scotland,Fife,A912,'A' road,Local authority,Major,LA Boundary,A91,2.90,1.80,316900,710000,56.27516185,-3.34356708,1160
Scotland,Fife,A913,'A' road,Local authority,Major,A92,A91,5.70,3.54,335000,716500,56.33637622,-3.05294295,1161
Scotland,Fife,A915,'A' road,Local authority,Major,A921,B930,7.10,4.41,332000,697150,56.16214135,-3.09647667,1162
Scotland,Fife,A915,'A' road,Local authority,Major,A918,A91/A917,0.40,0.25,350487,716795,56.34090151,-2.80253814,1163
Scotland,Fife,A917,'A' road,Local authority,Major,B9131 Rodger Street,"West Braes Crescent, Crail",6.00,3.73,359700,706120,56.24587700,-2.65188489,1164
Scotland,Dundee City,A991,'A' road,Local authority,Major,A85,A923,1.10,0.68,340000,730100,56.45920190,-2.97520471,1166
Scotland,Perth & Kinross,A923,'A' road,Local authority,Major,A9,A984,0.60,0.37,302700,742300,56.56253441,-3.58480879,1167
Scotland,Angus,A926,'A' road,Local authority,Major,LA Boundary,B955 Slade Road,12.50,7.77,333600,750800,56.64427453,-3.08434018,1168
Scotland,Angus,A928,'A' road,Local authority,Major,A94,A926,7.60,4.72,337780,750100,56.63856239,-3.01602424,1169
Scotland,Dundee City,A930,'A' road,Local authority,Major,A92,B978 Claypotts Road,3.20,1.99,343500,731100,56.46861837,-2.91863684,1170
Scotland,Angus,A933,'A' road,Local authority,Major,A932,A934,4.00,2.49,359721,752468,56.66224037,-2.65871321,1171
Scotland,Aberdeenshire,A937,'A' road,Local authority,Major,LA Boundary,A90,6.00,3.73,369900,768400,56.80612919,-2.49454224,1172
Scotland,Highland,A939,'A' road,Local authority,Major,B9007,LA Boundary,5.10,3.17,297100,842000,57.45656797,-3.71665103,1173
Scotland,Moray,A939,'A' road,Local authority,Major,B9008,LA boundary,11.30,7.02,320600,815700,57.22511060,-3.31664174,1174
Scotland,Aberdeenshire,A941,'A' road,Local authority,Major,B9002,A97,9.70,6.03,345400,828100,57.34011614,-2.90872411,1175
Scotland,Moray,A941,'A' road,Local authority,Major,"Covesea Rd, Elgin",B9135 Queen Street,7.80,4.85,322800,866900,57.68527605,-3.29638699,1176
Scotland,Aberdeenshire,A944,'A' road,Local authority,Major,A980,B977,22.90,14.23,362700,813360,57.20946493,-2.61911649,1177
Scotland,Aberdeen City,A90,'A' road,Transport Scotland,Major,A9011,A9012,1.50,0.93,391560,808000,57.16276271,-2.14118299,1178
Scotland,Aberdeenshire,A947,'A' road,Local authority,Major,B9005,B9170,11.90,7.39,379720,831800,57.37617678,-2.33889200,1179
Scotland,Aberdeenshire,A948,'A' road,Local authority,Major,B9028,A981,1.90,1.18,390000,845960,57.50371453,-2.16852945,1180
Scotland,Aberdeenshire,A950,'A' road,Local authority,Major,A98,A981,8.00,4.97,390100,853310,57.56973744,-2.16716428,1181
Scotland,Orkney Islands,A961,'A' road,Local authority,Major,B9052,A963,10.30,6.40,345274,1006870,58.94553360,-2.95277613,1182
Scotland,Orkney Islands,A965,'A' road,Local authority,Major,A967,A964,3.20,1.99,327000,1011870,58.98769582,-3.27192311,1184
Scotland,Orkney Islands,A967,'A' road,Local authority,Major,A965,B9056,5.10,3.17,325990,1011000,58.97971085,-3.28919982,1185
Scotland,Shetland Islands,A970,'A' road,Local authority,Major,Hillswick,A970 (Sandy Lochs),6.40,3.98,430000,1178850,60.49222925,-1.45587599,1187
Scotland,Shetland Islands,A970,'A' road,Local authority,Major,B9075,B9075,2.10,1.30,442000,1154770,60.27497566,-1.24253457,1188
Scotland,Shetland Islands,A970,'A' road,Local authority,Major,"Hillside Rd, Scalloway",B9074,1.20,0.75,440800,1140000,60.14249117,-1.26718814,1189
Scotland,Shetland Islands,A970,'A' road,Local authority,Major,B9122,B9073,21.10,13.11,443065,1129125,60.04462200,-1.22869234,1190
Scotland,Shetland Islands,A971,'A' road,Local authority,Major,B9071,B9071,1.90,1.18,432000,1152660,60.25693863,-1.42364066,1191
Scotland,Aberdeenshire,A975,'A' road,Local authority,Major,B9003,A90,15.00,9.32,410550,837800,57.43041028,-1.82595749,1192
Scotland,Aberdeenshire,A981,'A' road,Local authority,Major,B9032,"Boothby Rd, Fraserburgh",3.40,2.11,397232,862617,57.65343792,-2.04804835,1194
Scotland,Scottish Borders,A1107,'A' road,Local authority,Major,B6438,B6355 Victoria Rd,4.70,2.92,392400,664700,55.87539659,-2.12304271,1197
Scotland,Scottish Borders,A6089,'A' road,Local authority,Major,A697,A6105,7.80,4.85,360000,646690,55.71198092,-2.63818632,1198
Scotland,East Lothian,A6093,'A' road,Local authority,Major,B6355,A6137,7.90,4.91,348800,672240,55.94046474,-2.82124334,1199
Scotland,Midlothian,A6094,'A' road,Local authority,Major,A701A703,B7026,3.10,1.93,323860,656000,55.79127561,-3.21585216,1200
Scotland,Scottish Borders,A6105,'A' road,Local authority,Major,A697,A6112,12.00,7.46,373140,649403,55.73726525,-2.42933478,1201
Scotland,Midlothian,A6106,'A' road,Local authority,Major,B6415,LA Boundary,2.70,1.68,330800,670700,55.92437257,-3.10895628,1202
Scotland,Scottish Borders,A6112,'A' road,Local authority,Major,B6355,A1,8.80,5.47,379760,662000,55.85076997,-2.32485138,1203
Scotland,East Lothian,A6137,'A' road,Local authority,Major,A199,B1377,4.90,3.04,350200,675500,55.96989925,-2.79943677,1204
Scotland,City of Edinburgh,A8000,'A' road,Local authority,Major,B800,A90,2.60,1.62,312700,676300,55.97172362,-3.40032505,1205
Scotland,West Dunbartonshire,A8014,'A' road,Local authority,Major,A814,A82,2.10,1.30,249850,671000,55.90860015,-4.40357678,1206
Scotland,Aberdeenshire,A97,'A' road,Local authority,Major,A96,A920,0.90,0.56,352540,839500,57.44330845,-2.79232690,1209
Scotland,West Lothian,A704,'A' road,Local authority,Major,A706,A71,6.60,4.10,295571,658279,55.80645629,-3.66768906,1210
Scotland,Aberdeen City,A96,'A' road,Transport Scotland,Major,B979,B979,2.50,1.55,383232,812252,57.20072738,-2.27915841,1213
North West,Stockport,A6,'A' road,Local authority,Major,Newmoor Lane,A5102,2.40,1.49,391474,387663,53.38575657,-2.12964949,3000
London,Barnet,M1,Motorway,Highways England,Major,A406,M1 spur,4.10,2.55,522170,189100,51.58752235,-0.23792714,6000
London,Barnet,M1,Motorway,Highways England,Major,2,4,6.80,4.23,520150,194300,51.63468919,-0.26529185,6001
East of England,Central Bedfordshire,M1,Motorway,Highways England,Major,12,13,10.20,6.34,500244,234300,51.99811493,-0.54124658,6003
East Midlands,West Northamptonshire,M1,Motorway,Highways England,Major,17,18,3.20,1.99,458354,270523,52.32972011,-1.14510533,6004
East Midlands,Leicestershire,M1,Motorway,Highways England,Major,22,23,7.40,4.60,447940,312400,52.70717022,-1.29189113,6005
East Midlands,Derbyshire,M1,Motorway,Highways England,Major,LA Boundary,28,2.00,1.24,446420,355300,53.09291709,-1.30828136,6006
Yorkshire and The Humber,Rotherham,M1,Motorway,Highways England,Major,M18 spur,33,3.80,2.36,445042,389324,53.39884778,-1.32405887,6007
